YEAR,COMPETITION,COMPETITOR,WIN_TYPE,SUBMISSION_TYPE,WEIGHT,GENDER,STAGE
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Marcio Andre,Loss,N/A,Lightweight,Male,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Rubens Charles,Points,N/A,Featherweight,Male,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Osvaldo Queixinho Moizinho,Loss,N/A,Featherweight,Male,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Bruno Malfacine,Points,N/A,Rooster Weight,Male,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Lucas Pinheiro,Loss,N/A,Rooster Weight,Male,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Nicholas Meregali,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Joao Gabriel Rocha,Submission,Choke From Mount,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Erberth Santos,Decision,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Mahamed Aly,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Rodrigo Cavaca,Points,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Paul Ardila-Ibarra,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tanner Rice,Decision,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Dimitrius Souza,Loss,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Matheus Diniz,Loss,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Lucas Barbosa,Advantage,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Rodrigo Fajardo,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Patrick Gaudio,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Renato Cardoso,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Isaque Bahiense,Points,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Romulo Barral,Loss,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Otavio Sousa,Advantage,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Vitor Oliveira,Loss,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Marcio Andre,Points,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Renato Canuto,Loss,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Lucas Lepri,Points,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Michael Liera Jr.,Loss,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Osvaldo Queixinho Moizinho,Decision,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Shane Jamil Hill-Taylor,Loss,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Joao Miyao,Points,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Samir Chantre,Loss,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,José Tiago Barros,Points,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Cleber Sousa,Loss,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Lucas Pinheiro,Points,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Jose Carlos Lima,Loss,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Bruno Malfacine,Win,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Eduardo Barboza,Loss,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Ricardo Evangelista,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Nicholas Meregali,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Mahamed Aly,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Dany Gerard,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Joao Gabriel Rocha,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Lucas Lepri,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Alexander Trans,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Otavio Nalati,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Admilson Gobi,Submission,Triangle,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Ricardo Evangelista,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Eliot Kelly,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Rodrigo Cavaca,Advantage,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Dany Gerard,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Mahamed Aly,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Eduardo Inojosa,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Dany Gerard,Decision,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Felipe Bezerra,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Dimitrius Souza,Submission,Armbar,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Joshua Lee bowlin,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Nicholas Meregali,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tanner Rice,Submission,Armbar,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Antonio Antonioli,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Matheus Diniz,Points,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Nick Schrock,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tayane Porfirio,Points,N/A,Absolute Division,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Jessica Flowers,Loss,N/A,Absolute Division,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Jessica Flowers,Submission,Triangle Arm Bar,Medium Heavyweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Andresa Correa,Loss,N/A,Medium Heavyweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Monique Elias,Points,N/A,Middleweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Claudia Do Val,Loss,N/A,Middleweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tammi Musumeci,Advantage,N/A,Lightweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Beatriz Mesquita,Loss,N/A,Lightweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Bianca Basilio,Points,N/A,Featherweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Emily Thylin,Loss,N/A,Featherweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Talita Alencar,Advantage,N/A,Light Featherweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Kristina Baarlan,Loss,N/A,Light Featherweight,Female,Final
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Jessica Flowers,Submission,Armlock,Absolute Division,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Andresa Correa,Loss,N/A,Absolute Division,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tayane Porfirio,Points,N/A,Absolute Division,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Beatriz Mesquita,Loss,N/A,Absolute Division,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Bianca Basilio,Points,N/A,Featherweight,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Ana Carolina Schmitt,Loss,N/A,Featherweight,Female,Semi-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Tayane Porfirio,Points,N/A,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Bianca Basilio,Loss,N/A,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Andresa Correa,Points,N/A,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Ida Floisvik,Loss,N/A,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Jessica Flowers,Submission,Armlock,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 Pan Jiu-Jitsu Championship,Samela Leite,Loss,N/A,Absolute Division,Female,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Super Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Loss,N/A,Super Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Victor Honorio,Decision,N/A,Super Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Igor Schneider,Loss,N/A,Super Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Patrick Gaudio,Advantage,N/A,Medium Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Loss,N/A,Medium Heavyweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Jaime Canuto,Points,N/A,Middleweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Otavio Sousa,Loss,N/A,Middleweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Michael Langhi,Points,N/A,Lightweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Gabriel Rollo,Loss,N/A,Lightweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Rubens Charles,Points,N/A,Featherweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Rafael Mansur,Loss,N/A,Featherweight,Male,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Absolute Division,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Victor Honorio,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Igor Schneider,Points,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Herico Hesley,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Cavaca,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Fernando Reis,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Victor Honorio,Submission,Choke,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Kitner Moura,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Dimitrius Souza,Win,N/A,Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Marcus Ruiz,Loss,N/A,Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Guilherme Augusto,Submission,Kimura,Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,"Marcos Alves, Jr.",Loss,N/A,Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Patrick Gaudio,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Fajardo,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Horlando Montiero,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Jaime Canuto,Points,N/A,Middleweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Sandro Vieira,Loss,N/A,Middleweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Otavio Sousa,Win,N/A,Middleweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Loss,N/A,Middleweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Michael Langhi,DQ,N/A,Lightweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Matheus Costa,Loss,N/A,Lightweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Gabriel Rollo,Submission,Ezekiel,Lightweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Jose Carlos Sousa,Loss,N/A,Lightweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rafael Mansur,Points,N/A,Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Isaque Paiva,Loss,N/A,Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rubens Charles,Win,N/A,Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Kim Terra,Loss,N/A,Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Cleber Sousa,Decision,N/A,Light Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Hiago George,Loss,N/A,Light Featherweight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Aniel Bonifacio,Points,N/A,Rooster Weight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Raul Gomes,Loss,N/A,Rooster Weight,Male,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Otavio Nalati,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Victor Honorio,Decision,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Dimitrius Souza,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Submission,Rnc,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Conceicao,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Choke,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Max Gimenis,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Cavaca,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Igor Marques,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Fernando Reis,Submission,Choke From The Back,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Lima,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Igor Schneider,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Otavio Serafim,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Diego Lima,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Rodrigo Martins,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Victor Honorio,Submission,Lapel Choke,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Otavio Nalati,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Guilherme Augusto,Points,N/A,Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Tony Ferraz,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Dimitrius Souza,Win,N/A,Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Ivan Tomic,Loss,N/A,Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Patrick Gaudio,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Matheus Spirandeli,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Horlando Montiero,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Marcos de Oliveira,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Diogo Almeida,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Tayane Porfirio,Win,N/A,Absolute Division,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Beatriz Mesquita,Loss,N/A,Absolute Division,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Talita Nogueira,Win,N/A,Super Heavyweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Samela Leite,Loss,N/A,Super Heavyweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Claudia Do Val,Win,N/A,Heavyweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Nathiely De Jesus,Loss,N/A,Heavyweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Nivia de Souza,Win,N/A,Middleweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Barbara Gomes,Loss,N/A,Middleweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Beatriz Mesquita,Win,N/A,Lightweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Bianca Basilio,Loss,N/A,Lightweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Thamires Aquino,Win,N/A,Light Featherweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Vanderlucia Barbosa,Loss,N/A,Light Featherweight,Female,Final
2017,2017 Brazilian National Jiu-Jitsu Championship,Bianca Basilio,Points,N/A,Lightweight,Female,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Natasha Quiza De Almeida,Loss,N/A,Lightweight,Female,Semi-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Tayane Porfirio,Points,N/A,Absolute Division,Female,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Bianca Basilio,Loss,N/A,Absolute Division,Female,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Bianca Basilio,Submission,Choke From The Back,Lightweight,Female,Quarter-Finals
2017,2017 Brazilian National Jiu-Jitsu Championship,Ana Soares,Loss,N/A,Lightweight,Female,Quarter-Finals
2017,IBJJF 2017 European Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Claudio Calasans,Loss,N/A,Absolute Division,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Mahamed Aly,Points,N/A,Super Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Lucio Rodrigues,Loss,N/A,Super Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Leandro Lo,Submission,Armbar,Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Tanner Rice,Loss,N/A,Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Rodrigo Fajardo,Points,N/A,Medium Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Horlando Montiero,Loss,N/A,Medium Heavyweight,Male,Final
2017,IBJJF 2017 European Jiu-Jitsu Championship,Marcos Tinoco,Points,N/A,Middleweight,Male,Final
