YEAR,COMPETITION,COMPETITOR,WIN_TYPE,SUBMISSION_TYPE,WEIGHT,GENDER,STAGE
2019,2019 European Jiu-Jitsu IBJJF Championship,João Mendes,Loss,N/A,Featherweight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Hiago George,Win,N/A,Light Featherweight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Pedro Clementino,Loss,N/A,Light Featherweight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Joao Miyao,Win,N/A,Light Featherweight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Cleber Sousa,Loss,N/A,Light Featherweight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Rodnei Barbosa,Win,N/A,Rooster Weight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Carlos Alberto Oliveira da Silva,Loss,N/A,Rooster Weight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Tomoyuki Hashimoto,Win,N/A,Rooster Weight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Aniel Bonifacio,Loss,N/A,Rooster Weight,Male,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Lucas Lepri,Win,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Seif Houmine,Loss,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Igor Schneider,Win,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Manuel Ribamar Filho,Loss,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Gustavo Batista,Win,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Antonio Assef,Loss,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Kaynan Duarte,Points,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Horlando Montiero,Loss,N/A,Absolute Division,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Victor Honorio,Win,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Renan Marcel Rodrigues Vieira,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Tanner Rice,Win,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Martin Johannes Gobel,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Seif Houmine,Win,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Igor Schneider,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Antonio Assef,Win,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Otavio Nalati,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Helton Jose Junior,Win,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Uros Domanovic,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,James Puopolo,Win,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Marek Pawel Zbrog,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Win,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Gerard Labinski,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Arya Esfandmaz,Win,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Ruben Araújo Fonseca,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Nathiely De Jesus,Win,N/A,Absolute Division,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Luiza Montiero,Loss,N/A,Absolute Division,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Carina Santi,Win,N/A,Super Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Jessica Flowers,Loss,N/A,Super Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Nathiely De Jesus,Win,N/A,Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Claire-France Thévenon,Loss,N/A,Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Luiza Montiero,Win,N/A,Medium Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Claudia Do Val,Loss,N/A,Medium Heavyweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Samantha Cook,Win,N/A,Middleweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Glaucia Braga,Loss,N/A,Middleweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Charlotte von Baumgarten,Win,N/A,Lightweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Lightweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Win,N/A,Featherweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Gabriela Fechter,Loss,N/A,Featherweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Amal Amjahid,Win,N/A,Light Featherweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Larissa Campos,Loss,N/A,Light Featherweight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Win,N/A,Rooster Weight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Serena Gabrielli,Loss,N/A,Rooster Weight,Female,Final
2019,2019 European Jiu-Jitsu IBJJF Championship,Luiza Montiero,Win,N/A,Absolute Division,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Claudia Do Val,Loss,N/A,Absolute Division,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Nathiely De Jesus,Win,N/A,Absolute Division,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Absolute Division,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Jessica Flowers,Win,N/A,Super Heavyweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Venla Luukkonen,Loss,N/A,Super Heavyweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Carina Santi,Win,N/A,Super Heavyweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Samantha Cook,Win,N/A,Middleweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Tatiane Pereira dos Santos,Loss,N/A,Middleweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Glaucia Braga,Win,N/A,Middleweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Maria Eduarda Vieira Santos,Loss,N/A,Middleweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Win,N/A,Lightweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Christine McDonagh,Loss,N/A,Lightweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Charlotte von Baumgarten,Win,N/A,Lightweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Amandine Layec Toulon,Loss,N/A,Lightweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Gabriela Fechter,Win,N/A,Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Ana Carolina Schmitt,Loss,N/A,Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Win,N/A,Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Gabriela Fechter,Loss,N/A,Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Larissa Campos,Win,N/A,Light Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Amal Amjahid,Loss,N/A,Light Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Amal Amjahid,Win,N/A,Light Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Emilia Tuukkanen,Loss,N/A,Light Featherweight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Win,N/A,Rooster Weight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Natalia Carriello,Loss,N/A,Rooster Weight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Serena Gabrielli,Win,N/A,Rooster Weight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Arantzazu Romero Pérez,Loss,N/A,Rooster Weight,Female,Semi-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Luiza Montiero,Win,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Jessica Flowers,Loss,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Win,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Carina Santi,Loss,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Nathiely De Jesus,Win,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Ana Carolina Schmitt,Loss,N/A,Absolute Division,Female,Quarter-Finals
2019,2019 European Jiu-Jitsu IBJJF Championship,Claudia Do Val,Win,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Advantage,N/A,Absolute Division,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Loss,N/A,Absolute Division,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Points,N/A,Absolute Division,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Murilo Santana,Loss,N/A,Absolute Division,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Max Gimenis,Points,N/A,Ultra Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiz Panza,Loss,N/A,Ultra Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Guilherme Augusto,Points,N/A,Super Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Arnaldo Maidana,Loss,N/A,Super Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Points,N/A,Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Dominique Bell,Loss,N/A,Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Otavio Sousa,Points,N/A,Medium Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Matheus Luna,Loss,N/A,Medium Heavyweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Ronaldo Junior,Points,N/A,Middleweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jackson Nagai,Loss,N/A,Middleweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Johnatha Alves,Points,N/A,Lightweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Michael Liera Jr.,Loss,N/A,Lightweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Thiago Macedo,Points,N/A,Featherweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Matheus Gabriel,Loss,N/A,Featherweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Joshua Cisneros,Advantage,N/A,Light Featherweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Pedro Dias,Loss,N/A,Light Featherweight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Lucas Pinheiro,Advantage,N/A,Rooster Weight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jonas Andrade,Loss,N/A,Rooster Weight,Male,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Submission,Choke From The Back,Absolute Division,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Max Gimenis,Loss,N/A,Absolute Division,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiz Panza,Submission,Straight Ankle Lock,Ultra Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Stuart Maddox,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Max Gimenis,Submission,Katagatame,Ultra Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Renato Tagliari,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Guilherme Augusto,Points,N/A,Super Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Devhonte Johnson,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Arnaldo Maidana,DQ,N/A,Super Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Dominique Bell,Submission,Armbar,Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Horlando Montiero,Loss,N/A,Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Submission,Armbar,Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Yuri Paiva,Loss,N/A,Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Matheus Luna,Penalty,N/A,Medium Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Manuel Ribamar Filho,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Otavio Sousa,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gabriel Almeida,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jackson Nagai,Submission,Choke From The Back,Middleweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Guthierry Barbosa,Loss,N/A,Middleweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Ronaldo Junior,Points,N/A,Middleweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Lucas Valente,Loss,N/A,Middleweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Johnatha Alves,DQ,N/A,Lightweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jonnatas Gracie,Loss,N/A,Lightweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Michael Liera Jr.,Points,N/A,Lightweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Renato Canuto,Loss,N/A,Lightweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Matheus Gabriel,Points,N/A,Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Richar Nogueira,Loss,N/A,Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Thiago Macedo,Points,N/A,Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Samuel Nagai,Loss,N/A,Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Joshua Cisneros,Submission,Choke From The Back,Light Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Elijah Tagalog,Loss,N/A,Light Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Pedro Dias,Points,N/A,Light Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Taniel de Jesus,Loss,N/A,Light Featherweight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jonas Andrade,Points,N/A,Rooster Weight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Rene Lopez,Loss,N/A,Rooster Weight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Lucas Pinheiro,Points,N/A,Rooster Weight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Willis Nunes,Loss,N/A,Rooster Weight,Male,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Submission,Straight Ankle Lock,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Roberto Jimenez,Loss,N/A,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Murilo Santana,Points,N/A,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Stuart Maddox,Loss,N/A,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Max Gimenis,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Devhonte Johnson,Loss,N/A,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jake Watson,Loss,N/A,Absolute Division,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Stuart Maddox,Submission,Wrist Lock,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Leonardo Henrique D’Avila,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiz Panza,Submission,Armbar,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Johny Gonçalves,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Renato Tagliari,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Austin Avera,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Roberto Torralbas,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Arnaldo Maidana,Submission,Cross Choke,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Charles McGuire,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Guilherme Augusto,Submission,Ezekiel,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Aaron “Tex” Johnson,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Andressa Cintra,Advantage,N/A,Medium Heavyweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Loss,N/A,Medium Heavyweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Rafaela Ribeiro Guedes,Advantage,N/A,Middleweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Claire North,Loss,N/A,Middleweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiza Montiero,Points,N/A,Lightweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Nathalie Ribeiro,Loss,N/A,Lightweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gabrielle McComb Lima,Advantage,N/A,Featherweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Amanda Tubby Alequin,Loss,N/A,Featherweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Submission,Katagatame,Light Featherweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Pati Fontes,Loss,N/A,Light Featherweight,Female,Final
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiza Montiero,Points,N/A,Absolute Division,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gabrielle McComb Lima,Loss,N/A,Absolute Division,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Rafaela Ribeiro Guedes,Decision,N/A,Absolute Division,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Loss,N/A,Absolute Division,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Kendall Marie Reusing,Advantage,N/A,Super Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Talita Nogueira,Loss,N/A,Super Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jessica Flowers,Points,N/A,Super Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Michelle Welti,Loss,N/A,Super Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Andressa Cintra,Points,N/A,Medium Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Emilly Vasconcelos,Loss,N/A,Medium Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Submission,Armbar,Medium Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Vedha Toscano,Loss,N/A,Medium Heavyweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Claire North,Points,N/A,Middleweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Brenda Ariane,Loss,N/A,Middleweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiza Montiero,Submission,Choke From The Back,Lightweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Natasha Quiza De Almeida,Loss,N/A,Lightweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Nathalie Ribeiro,Points,N/A,Lightweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Nikki Sullivan,Loss,N/A,Lightweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gabrielle McComb Lima,Submission,Armbar,Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Taylor Biagi,Loss,N/A,Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Amanda Tubby Alequin,Points,N/A,Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Lyanne Perez,Loss,N/A,Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Points,N/A,Light Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Ann Kneib,Loss,N/A,Light Featherweight,Female,Semi-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Gabrielle McComb Lima,Points,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Talita Nogueira,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Luiza Montiero,Submission,Toehold,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Kendall Marie Reusing,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Submission,Armbar,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Vedha Toscano,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Rafaela Ribeiro Guedes,Points,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Jessica Flowers,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Emilly Vasconcelos,Submission,Choke From The Back,Medium Heavyweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Brenda Heller,Loss,N/A,Medium Heavyweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Vannessa Griffin,Decision,N/A,Middleweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Raquel Canuto,Loss,N/A,Middleweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Rafaela Ribeiro Guedes,Points,N/A,Middleweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Vannessa Griffin,Loss,N/A,Middleweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Claire North,Submission,Americana,Middleweight,Female,Quarter-Finals
2020,2020 Pan Jiu-Jitsu IBJJF Championship,Melissa Stricker Cueto,Loss,N/A,Middleweight,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Submission,Triangle Arm Bar,Absolute Division,Male,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Keenan Cornelius,Loss,N/A,Absolute Division,Male,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Igor Schneider,Points,N/A,Ultra Heavyweight,Male,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Seif Houmine,Loss,N/A,Ultra Heavyweight,Male,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Win,N/A,Super Heavyweight,Male,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Loss,N/A,Super Heavyweight,Male,Final
